CustServCalls,RoamMins,Recommendations,DataUsage,MonthlyCharge,Churn_Probability,Churn_Signals,AccountWeeks,DayCalls
5,11.3,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.33,47.3,0.7966748472116119,high_churn_probability: Model predicts high likelihood of churn,116,94
3,9.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,2.67,53.7,0.0129274691796174,low_tenure: New or short-tenure customer,94,107
3,8.6,No action needed,0.0,52.0,0.0173426001808959,None detected,87,72
2,10.2,No action needed,0.0,50.0,0.0224359921882729,None detected,120,103
0,12.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,3.27,76.7,0.0169197681022706,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,97,109
6,11.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.35,50.5,0.185751661280739,low_tenure: New or short-tenure customer,134,108
2,15.5,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,36.0,0.0563714756284437,low_tenure: New or short-tenure customer,68,80
1,12.1,No action needed,0.0,47.0,0.0232560998911494,None detected,93,93
1,10.5,No action needed,0.0,42.0,0.0200195241695052,None detected,120,100
2,10.2,No action needed,0.0,60.0,0.0585528452024536,None detected,41,92
2,7.6,No action needed,0.24,56.4,0.0376200311841952,None detected,80,92
2,17.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,4.75,101.5,0.0741945497152906,high_cost: High charges in MonthlyCharge,83,95
2,7.8,No action needed,0.25,55.5,0.0514785429755452,None detected,109,141
3,7.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.92,44.2,0.0338052354341682,low_tenure: New or short-tenure customer,66,104
0,12.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,30.0,0.0230431218951935,low_tenure: New or short-tenure customer,104,88
1,11.0,No action needed,0.0,40.0,0.0232803149410951,None detected,89,96
2,10.0,No action needed,0.32,57.2,0.0197384114398434,None detected,127,112
1,9.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.62,75.2,0.0126028219042081,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,117,65
2,14.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,56.0,0.2032156345033723,low_tenure: New or short-tenure customer,128,95
4,6.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,44.0,0.8534796669092084,high_churn_probability: Model predicts high likelihood of churn,88,61
1,17.3,No action needed,0.0,61.0,0.4770334680848985,None detected,61,104
2,9.3,No action needed,0.0,48.0,0.0127862400981168,None detected,22,108
0,13.7,No action needed,0.0,42.0,0.0203181504785414,None detected,78,80
1,4.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.32,32.2,0.0186024271524971,low_tenure: New or short-tenure customer,56,115
2,11.4,No action needed,0.34,54.4,0.0084111372127659,None detected,192,88
2,8.6,No action needed,0.3,45.0,0.0234852849786722,None detected,70,108
1,10.9,No action needed,0.0,58.0,0.0460041681117082,None detected,148,84
2,8.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.38,74.8,0.0500620338543869,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,65,129
1,11.3,No action needed,0.0,41.0,0.0157774878402942,None detected,119,70
0,12.8,No action needed,0.0,51.0,0.0197691198401962,None detected,80,116
5,13.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.59,94.9,0.0739672657793042,high_cost: High charges in MonthlyCharge,152,105
3,14.4,No action needed,0.0,31.0,0.0309005829223325,None detected,113,85
1,7.2,No action needed,0.26,56.6,0.0207864329059703,None detected,75,133
1,6.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,48.0,0.0073098192421404,low_tenure: New or short-tenure customer,80,83
1,10.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,17.0,0.0199008076349574,low_tenure: New or short-tenure customer,148,121
1,8.9,No action needed,0.0,28.0,0.1899586008165297,None detected,63,112
1,6.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,1.81,59.1,0.0573728069033827,low_tenure: New or short-tenure customer,97,97
0,11.3,No action needed,0.0,39.0,0.0178640924915458,None detected,166,116
1,2.6,No action needed,0.0,50.0,0.0116210760980723,None detected,94,109
1,13.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.65,92.5,0.0466687080588667,high_cost: High charges in MonthlyCharge,85,95
1,7.2,[HIGH] Immediate attention required - high churn risk; [HIGH] Schedule proactive customer outreach,0.0,64.0,0.7493778422835027,high_churn_probability: Model predicts high likelihood of churn,80,122
3,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints; [MEDIUM] Review pricing plan for optimization opportunities,2.73,93.3,0.022019647584805,high_cost: High charges in MonthlyCharge; low_tenure: New or short-tenure customer,210,87
1,13.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.51,102.1,0.1151153846153846,high_cost: High charges in MonthlyCharge,88,114
4,9.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,0.33,67.3,0.1211854229780586,high_cost: High charges in MonthlyCharge,100,85
1,14.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.94,66.4,0.0460812151148711,high_cost: High charges in MonthlyCharge,154,76
1,9.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.43,86.3,0.0376569888860583,high_cost: High charges in MonthlyCharge,32,137
3,8.7,No action needed,0.27,53.7,0.0143437621874117,None detected,18,97
0,8.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.35,92.5,0.0014180584845451,high_cost: High charges in MonthlyCharge,126,88
1,10.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.7,84.0,0.0130084905754478,high_cost: High charges in MonthlyCharge,144,102
2,12.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,72.0,0.9988333333333332,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,29,103
0,11.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.05,72.5,0.0169854206746955,high_cost: High charges in MonthlyCharge,86,88
0,8.2,No action needed,2.21,50.1,0.0458371121557843,None detected,138,102
3,12.2,No action needed,0.0,53.0,0.0137492789628024,None detected,146,86
1,8.7,No action needed,0.0,43.0,0.0242986666869407,None detected,175,95
2,11.7,No action needed,0.0,44.0,0.0229694887121547,None detected,74,102
2,7.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,43.0,0.0126486846071726,low_tenure: New or short-tenure customer,48,98
4,9.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.67,87.7,0.0478624999412653,high_cost: High charges in MonthlyCharge,74,70
0,7.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,52.0,0.1428801599662284,low_tenure: New or short-tenure customer,105,100
3,5.9,No action needed,0.39,50.9,0.0192923972282035,None detected,157,71
0,13.3,No action needed,0.29,45.9,0.0498224807735713,None detected,217,138
1,8.4,No action needed,0.28,54.8,0.0354433286966184,None detected,68,61
1,9.5,No action needed,0.0,36.0,0.0266028983694099,None detected,80,86
2,13.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.62,87.2,0.1103512728574654,high_cost: High charges in MonthlyCharge,38,106
0,8.3,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.24,75.4,0.0095297476789164,high_cost: High charges in MonthlyCharge,107,57
3,12.6,No action needed,0.0,44.0,0.020108367264005,None detected,140,71
5,4.7,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.38,52.8,0.672657830404889,low_tenure: New or short-tenure customer,98,116
2,12.6,No action needed,0.0,41.0,0.0139774435350114,None detected,114,75
1,11.8,No action needed,0.0,43.0,0.0197704593799986,None detected,46,105
0,10.4,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.81,68.1,0.0172779789123904,high_cost: High charges in MonthlyCharge,118,105
3,6.6,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,60.0,0.1357061213667791,low_tenure: New or short-tenure customer,37,112
0,8.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.31,47.1,0.0105968795900313,low_tenure: New or short-tenure customer,34,74
1,10.8,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.92,96.2,0.1802599206349206,high_cost: High charges in MonthlyCharge,98,54
3,10.7,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,64.0,0.85277278282561,high_churn_probability: Model predicts high likelihood of churn,113,108
0,11.9,No action needed,0.0,54.0,0.0155108839950272,None detected,69,87
2,10.5,No action needed,0.0,40.0,0.0154440331828375,None detected,121,112
1,9.1,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.46,79.6,0.2929397513294471,high_cost: High charges in MonthlyCharge,59,78
0,7.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,43.0,0.0143001447500563,low_tenure: New or short-tenure customer,59,100
0,6.6,No action needed,0.26,42.6,0.0130773425212349,None detected,190,96
1,10.2,No action needed,0.0,51.0,0.0180107775062529,None detected,109,80
2,12.9,No action needed,0.0,35.0,0.0303361625228332,None detected,136,109
1,8.8,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,30.0,0.0160132021637747,low_tenure: New or short-tenure customer,86,92
0,8.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.16,79.6,0.0098212347900433,high_cost: High charges in MonthlyCharge,100,100
0,8.8,No action needed,0.0,51.0,0.0561134725251855,None detected,106,94
2,17.0,No action needed,0.0,40.0,0.0271410059361498,None detected,104,107
2,11.5,No action needed,0.41,49.1,0.0109375283006199,None detected,129,100
2,10.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.32,25.2,0.0216973419268788,low_tenure: New or short-tenure customer,205,123
0,11.0,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.97,69.7,0.0215180382424361,high_cost: High charges in MonthlyCharge,93,120
3,11.1,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,34.0,0.010376512911785,low_tenure: New or short-tenure customer,123,98
1,6.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,57.0,0.0172791345854151,low_tenure: New or short-tenure customer,99,120
3,10.9,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.94,93.4,0.0311337589100878,high_cost: High charges in MonthlyCharge,61,53
1,12.1,No action needed,0.0,50.0,0.0124236747828951,None detected,71,112
0,8.9,No action needed,0.0,51.0,0.2637358195318063,None detected,4,89
3,13.5,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.65,96.5,0.0435470586980688,high_cost: High charges in MonthlyCharge,148,102
1,10.8,No action needed,0.0,47.0,0.0197276127656386,None detected,141,104
0,9.2,No action needed,0.37,45.7,0.0404165500542132,None detected,56,57
3,11.5,No action needed,0.0,60.0,0.0387165657677325,None detected,160,111
3,11.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,3.13,86.3,0.0228832115218153,high_cost: High charges in MonthlyCharge,43,105
2,7.0,No action needed,0.33,50.3,0.0084873089005679,None detected,42,52
1,12.9,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,38.0,0.2122416810471517,low_tenure: New or short-tenure customer,135,107
3,6.3,No action needed,0.0,53.0,0.05649283915256,None detected,106,110
0,11.5,No action needed,0.0,52.0,0.0196616950054045,None detected,106,133
3,8.7,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.35,91.5,0.010048949644188,high_cost: High charges in MonthlyCharge,83,105
1,11.7,No action needed,0.0,41.0,0.0209775557604941,None detected,110,109
1,15.5,No action needed,0.29,51.9,0.0591074081644746,None detected,153,56
5,10.6,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,2.86,90.6,0.059653064775335,high_cost: High charges in MonthlyCharge,109,116
1,8.2,No action needed,0.0,46.0,0.0190480743676897,None detected,31,84
4,7.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach,0.0,44.0,0.8937671140378133,high_churn_probability: Model predicts high likelihood of churn,124,120
2,9.8,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [MEDIUM] Review pricing plan for optimization opportunities,0.0,67.0,0.9838962050720672,high_churn_probability: Model predicts high likelihood of churn; high_cost: High charges in MonthlyCharge,110,108
0,14.0,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,54.0,0.0504636511335869,low_tenure: New or short-tenure customer,124,104
6,9.4,[URGENT] Immediate attention required - high churn risk; [URGENT] Schedule proactive customer outreach; [HIGH] Assign dedicated onboarding support,0.31,43.1,0.9331296898425576,high_churn_probability: Model predicts high likelihood of churn; low_tenure: New or short-tenure customer,82,77
1,8.4,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.0,37.0,0.0148998845443075,low_tenure: New or short-tenure customer,122,96
1,8.9,No action needed,0.21,42.1,0.0324047995301057,None detected,137,115
1,10.6,No action needed,0.0,44.0,0.0216953037595492,None detected,69,101
1,7.2,[MEDIUM] Review pricing plan for optimization opportunities; [MEDIUM] Consider loyalty discount: 10-20%,1.94,83.4,0.0643574733514253,high_cost: High charges in MonthlyCharge,46,102
1,10.5,No action needed,0.0,44.0,0.0153086472393644,None detected,103,90
2,8.2,[HIGH] Assign dedicated onboarding support; [HIGH] Initiate welcome program touchpoints,0.21,41.1,0.007706196206811,low_tenure: New or short-tenure customer,16,84
